ID,601919.symbol,601919.name,601919.date,601919.open,601919.high,601919.low,601919.close,601919.close_prev,601919.change_pct,601919.volume,601919.amount,601919.turnover,601919.cap_market,601919.cap_total,601919.close_adj,601919.unit,600519.symbol,600519.name,600519.date,600519.open,600519.high,600519.low,600519.close,600519.close_prev,600519.change_pct,600519.volume,600519.amount,600519.turnover,600519.cap_market,600519.cap_total,600519.close_adj,600519.unit,601857.symbol,601857.name,601857.date,601857.open,601857.high,601857.low,601857.close,601857.close_prev,601857.change_pct,601857.volume,601857.amount,601857.turnover,601857.cap_market,601857.cap_total,601857.close_adj,601857.unit
602,601919.SS,中远海控,2021/12/21,19.19,19.25,18.77,18.95,19,-0.2632,144037879,2737596018,1.2712,2.14727E+11,3.03468E+11,17.850167,CNY,600519.SS,贵州茅台,2021/12/21,2045,2069.13,2012.83,2038.2,2058.96,-1.0083,2628589,5354186590,0.2092,2.56E+12,2.56E+12,2016.4425,CNY,601857.SS,中国石油,2021/12/21,4.85,4.91,4.84,4.9,4.85,1.0309,76004596,370761031,0.0469,7.93E+11,8.97E+11,4.809091,CNY
603,601919.SS,中远海控,2021/12/22,19.18,19.25,18.23,18.37,18.95,-3.0607,178741208,3317659728,1.5774,2.08155E+11,2.94179E+11,17.303829,CNY,600519.SS,贵州茅台,2021/12/22,2040,2063,2040,2048,2038.2,0.4808,1743079,3570928372,0.1388,2.57E+12,2.57E+12,2026.1379,CNY,601857.SS,中国石油,2021/12/22,4.93,4.99,4.89,4.89,4.9,-0.2041,109723930,540769098,0.0678,7.92E+11,8.95E+11,4.799276,CNY
604,601919.SS,中远海控,2021/12/23,18.45,18.95,18.43,18.78,18.37,2.2319,149918883,2809748343,1.3231,2.12801E+11,3.00745E+11,17.690033,CNY,600519.SS,贵州茅台,2021/12/23,2053,2120,2025,2120,2048,3.5156,3909854,8126298013,0.3112,2.66E+12,2.66E+12,2097.3693,CNY,601857.SS,中国石油,2021/12/23,4.92,5.05,4.9,5.03,4.89,2.863,211651675,1054923701,0.1307,8.14E+11,9.21E+11,4.936679,CNY
605,601919.SS,中远海控,2021/12/24,18.78,18.78,18.12,18.36,18.78,-2.2364,129515177,2383447932,1.143,2.08041E+11,2.94019E+11,17.29441,CNY,600519.SS,贵州茅台,2021/12/24,2148.88,2216.96,2148.88,2194.09,2120,3.4948,5612959,12295953400,0.4468,2.76E+12,2.76E+12,2170.6684,CNY,601857.SS,中国石油,2021/12/24,5.04,5.05,4.93,4.94,5.03,-1.7893,107186965,532242643,0.0662,8.00E+11,9.04E+11,4.848349,CNY
606,601919.SS,中远海控,2021/12/27,18.33,18.84,18.22,18.7,18.36,1.8519,111934031,2089220879,0.9878,2.11894E+11,2.99464E+11,17.614676,CNY,600519.SS,贵州茅台,2021/12/27,2168,2168,2112,2131.82,2194.09,-2.8381,3755590,8020677686,0.299,2.68E+12,2.68E+12,2109.0631,CNY,601857.SS,中国石油,2021/12/27,4.92,5,4.92,4.95,4.94,0.2024,77364082,383846871,0.0478,8.02E+11,9.06E+11,4.858163,CNY
607,601919.SS,中远海控,2021/12/28,18.85,19.75,18.67,19.6,18.7,4.8128,266496933,5144730159,2.3519,2.22092E+11,3.13877E+11,18.462442,CNY,600519.SS,贵州茅台,2021/12/28,2133,2155.5,2116.6,2138.18,2131.82,0.2983,2765070,5901940633,0.2201,2.69E+12,2.69E+12,2115.3552,CNY,601857.SS,中国石油,2021/12/28,5,5.02,4.91,4.93,4.95,-0.404,114325369,565165071,0.0706,7.98E+11,9.02E+11,4.838534,CNY
608,601919.SS,中远海控,2021/12/29,19.65,19.98,19.38,19.45,19.6,-0.7653,174048096,3419833560,1.536,2.20392E+11,3.11475E+11,18.321147,CNY,600519.SS,贵州茅台,2021/12/29,2150,2154.25,2041,2041,2138.18,-4.545,5404902,11195625154,0.4303,2.56E+12,2.56E+12,2019.2126,CNY,601857.SS,中国石油,2021/12/29,4.93,4.94,4.9,4.91,4.93,-0.4057,75112809,369162142,0.0464,7.95E+11,8.99E+11,4.818905,CNY
609,601919.SS,中远海控,2021/12/30,19.37,19.45,18.4,18.7,19.45,-3.856,221607050,4164011667,1.9557,2.11894E+11,2.99464E+11,17.614676,CNY,600519.SS,贵州茅台,2021/12/30,2041,2088.98,2028,2075,2041,1.6659,3526136,7272866657,0.2807,2.61E+12,2.61E+12,2052.8496,CNY,601857.SS,中国石油,2021/12/30,4.92,4.95,4.9,4.9,4.91,-0.2037,90608053,445570050,0.056,7.93E+11,8.97E+11,4.809091,CNY
610,601919.SS,中远海控,2021/12/31,18.85,18.9,18.53,18.69,18.7,-0.0535,122998555,2301545306,1.0855,2.11781E+11,2.99304E+11,17.605257,CNY,600519.SS,贵州茅台,2021/12/31,2070,2072.98,2028,2050,2075,-1.2048,2966491,6061415344,0.2361,2.58E+12,2.58E+12,2028.1165,CNY,601857.SS,中国石油,2021/12/31,4.9,4.93,4.88,4.91,4.9,0.2041,74548057,365839904,0.046,7.95E+11,8.99E+11,4.818905,CNY
611,601919.SS,中远海控,2022/1/4,19.21,19.8,19.08,19.6,18.69,4.8689,279914093,5448271233,2.4703,2.22092E+11,3.13877E+11,18.462442,CNY,600519.SS,贵州茅台,2022/1/4,2055,2068.95,2014,2051.23,2050,0.06,3384262,6913653122,0.2694,2.58E+12,2.58E+12,2029.3334,CNY,601857.SS,中国石油,2022/1/4,4.92,4.95,4.9,4.94,4.91,0.611,124041416,611133220,0.0766,8.00E+11,9.04E+11,4.848349,CNY
612,601919.SS,中远海控,2022/1/5,19.54,19.93,19.04,19.22,19.6,-1.9388,213368614,4156517352,1.883,2.17786E+11,3.07791E+11,18.104496,CNY,600519.SS,贵州茅台,2022/1/5,2045,2065,2018,2024,2051.23,-1.3275,2839551,5774992117,0.226,2.54E+12,2.54E+12,2002.394,CNY,601857.SS,中国石油,2022/1/5,4.93,4.98,4.92,4.96,4.94,0.4049,140126563,694345515,0.0865,8.03E+11,9.08E+11,4.867978,CNY
613,601919.SS,中远海控,2022/1/6,19.11,19.35,18.37,18.57,19.22,-3.3819,205286815,3834973257,1.8117,2.10421E+11,2.97382E+11,17.492221,CNY,600519.SS,贵州茅台,2022/1/6,2022.01,2036,1938.51,1982.22,2024,-2.0642,5179475,10226933847,0.4123,2.49E+12,2.49E+12,1961.06,CNY,601857.SS,中国石油,2022/1/6,4.94,5.02,4.92,4.98,4.96,0.4032,143780027,717103003,0.0888,8.06E+11,9.11E+11,4.887607,CNY
614,601919.SS,中远海控,2022/1/7,18.51,19.05,18.41,18.67,18.57,0.5385,140906740,2634115475,1.2435,2.11554E+11,2.98984E+11,17.586418,CNY,600519.SS,贵州茅台,2022/1/7,1975,1988.88,1939.32,1942,1982.22,-2.029,2981669,5831695311,0.2374,2.44E+12,2.44E+12,1921.2694,CNY,601857.SS,中国石油,2022/1/7,5.03,5.32,5.02,5.27,4.98,5.8233,421615754,2190315196,0.2604,8.53E+11,9.65E+11,5.172226,CNY
615,601919.SS,中远海控,2022/1/10,18.56,18.67,17.6,18.09,18.67,-3.1066,187381931,3380038874,1.6537,2.04982E+11,2.89696E+11,17.04008,CNY,600519.SS,贵州茅台,2022/1/10,1928.01,1977,1917.55,1966,1942,1.2358,2962670,5792738145,0.2358,2.47E+12,2.47E+12,1945.0132,CNY,601857.SS,中国石油,2022/1/10,5.23,5.37,5.17,5.3,5.27,0.5693,270629782,1425931364,0.1671,8.58E+11,9.70E+11,5.20167,CNY
616,601919.SS,中远海控,2022/1/11,17.99,18.64,17.81,18,18.09,-0.4975,145093710,2645028547,1.2805,2.03962E+11,2.88254E+11,16.955304,CNY,600519.SS,贵州茅台,2022/1/11,1948,1965,1931.17,1940.55,1966,-1.2945,2227664,4332180604,0.1773,2.44E+12,2.44E+12,1919.8349,CNY,601857.SS,中国石油,2022/1/11,5.28,5.33,5.23,5.24,5.3,-1.1321,127473024,672188076,0.0787,8.48E+11,9.59E+11,5.142783,CNY
617,601919.SS,中远海控,2022/1/12,18.22,18.52,17.95,18.37,18,2.0556,114505229,2084841897,1.0105,2.08155E+11,2.94179E+11,17.303829,CNY,600519.SS,贵州茅台,2022/1/12,1948,1978.8,1948,1967,1940.55,1.363,2747410,5384359628,0.2187,2.47E+12,2.47E+12,1946.0025,CNY,601857.SS,中国石油,2022/1/12,5.38,5.44,5.29,5.33,5.24,1.7176,280558623,1505850850,0.1733,8.63E+11,9.76E+11,5.231113,CNY
618,601919.SS,中远海控,2022/1/13,18.37,18.69,18.14,18.18,18.37,-1.0343,113515944,2091966003,1.0018,2.06002E+11,2.91137E+11,17.124857,CNY,600519.SS,贵州茅台,2022/1/13,1964.82,1967.99,1865.56,1877.39,1967,-4.5557,5674735,10781720544,0.4517,2.36E+12,2.36E+12,1857.3491,CNY,601857.SS,中国石油,2022/1/13,5.44,5.58,5.41,5.48,5.33,2.8143,306367397,1682746717,0.1892,8.87E+11,1.00E+12,5.37833,CNY
619,601919.SS,中远海控,2022/1/14,18.06,18.5,17.73,18.29,18.18,0.6051,137098763,2485378354,1.2099,2.07248E+11,2.92898E+11,17.228472,CNY,600519.SS,贵州茅台,2022/1/14,1877.39,1893,1863,1867,1877.39,-0.5534,2932164,5506186026,0.2334,2.35E+12,2.35E+12,1847.07,CNY,601857.SS,中国石油,2022/1/14,5.46,5.46,5.28,5.29,5.48,-3.4672,210384911,1121965653,0.1299,8.57E+11,9.68E+11,5.191855,CNY
620,601919.SS,中远海控,2022/1/17,17.98,18,17.36,17.44,18.29,-4.6473,191045372,3366645938,1.686,1.97617E+11,2.79286E+11,16.427805,CNY,600519.SS,贵州茅台,2022/1/17,1868,1878.3,1835.34,1861.61,1867,-0.2887,2735382,5074077665,0.2178,2.34E+12,2.34E+12,1841.7375,CNY,601857.SS,中国石油,2022/1/17,5.39,5.42,5.21,5.32,5.29,0.5671,182212676,965912179,0.1125,8.61E+11,9.74E+11,5.221299,CNY
621,601919.SS,中远海控,2022/1/18,17.3,18.21,17.01,18.13,17.44,3.9564,193183643,3439216746,1.7049,2.05435E+11,2.90336E+11,17.077759,CNY,600519.SS,贵州茅台,2022/1/18,1861.68,1908.85,1852,1892.27,1861.61,1.647,3121577,5906705861,0.2485,2.38E+12,2.38E+12,1872.0703,CNY,601857.SS,中国石油,2022/1/18,5.32,5.52,5.3,5.49,5.32,3.1955,240013773,1302118003,0.1482,8.89E+11,1.00E+12,5.388145,CNY
622,601919.SS,中远海控,2022/1/19,17.99,18.1,17.6,17.65,18.13,-2.6475,103219435,1838428368,0.9109,1.99996E+11,2.82649E+11,16.625617,CNY,600519.SS,贵州茅台,2022/1/19,1919,1919,1888.88,1912,1892.27,1.0427,2637094,5026993463,0.2099,2.40E+12,2.40E+12,1891.5896,CNY,601857.SS,中国石油,2022/1/19,5.53,5.57,5.41,5.5,5.49,0.1821,299087476,1642503627,0.1847,8.91E+11,1.01E+12,5.397959,CNY
623,601919.SS,中远海控,2022/1/20,17.4,17.79,17.31,17.44,17.65,-1.1898,95357269,1674098356,0.8415,1.97617E+11,2.79286E+11,16.427805,CNY,600519.SS,贵州茅台,2022/1/20,1916,1979.99,1916,1969.52,1912,3.0084,3401391,6665294954,0.2708,2.47E+12,2.47E+12,1948.4956,CNY,601857.SS,中国石油,2022/1/20,5.29,5.44,5.25,5.4,5.5,-1.8182,273962817,1470115270,0.1692,8.74E+11,9.88E+11,5.299814,CNY
624,601919.SS,中远海控,2022/1/21,17.5,17.62,16.44,16.7,17.44,-4.2431,185626645,3131998535,1.6382,1.89232E+11,2.67436E+11,15.730754,CNY,600519.SS,贵州茅台,2022/1/21,1960,1993.49,1951.01,1984.99,1969.52,0.7855,3081258,6091427695,0.2453,2.49E+12,2.49E+12,1963.8005,CNY,601857.SS,中国石油,2022/1/21,5.31,5.32,5.13,5.17,5.4,-4.2593,282994872,1470192624,0.1748,8.37E+11,9.46E+11,5.074082,CNY
625,601919.SS,中远海控,2022/1/24,16.3,16.87,16.08,16.62,16.7,-0.479,108310764,1796315857,0.8556,2.10398E+11,2.66155E+11,15.655397,CNY,600519.SS,贵州茅台,2022/1/24,1955,1984,1931.44,1950.2,1984.99,-1.7527,2398580,4685441775,0.1909,2.45E+12,2.45E+12,1929.3819,CNY,601857.SS,中国石油,2022/1/24,5.2,5.32,5.16,5.3,5.17,2.5145,156477117,820494374,0.0966,8.58E+11,9.70E+11,5.20167,CNY
626,601919.SS,中远海控,2022/1/25,16.1,17.23,16.1,16.33,16.62,-1.7449,181848401,3028067690,1.4365,2.06727E+11,2.61511E+11,15.382228,CNY,600519.SS,贵州茅台,2022/1/25,1943,1966,1931,1943,1950.2,-0.3692,2551012,4971078498,0.2031,2.44E+12,2.44E+12,1922.2587,CNY,601857.SS,中国石油,2022/1/25,5.22,5.26,5.14,5.14,5.3,-3.0189,166905101,867155239,0.1031,8.32E+11,9.41E+11,5.044638,CNY
627,601919.SS,中远海控,2022/1/26,16.63,17.1,16.51,16.69,16.33,2.2045,121565715,2045178671,0.9603,2.11284E+11,2.67276E+11,15.721334,CNY,600519.SS,贵州茅台,2022/1/26,1942.04,1969,1919,1955,1943,0.6176,2390513,4655706528,0.1903,2.46E+12,2.46E+12,1934.1306,CNY,601857.SS,中国石油,2022/1/26,5.25,5.29,5.18,5.28,5.14,2.7237,180541543,947424801,0.1115,8.55E+11,9.66E+11,5.182041,CNY
628,601919.SS,中远海控,2022/1/27,16.63,17.24,16.45,16.47,16.69,-1.3182,132142326,2216574795,1.0438,2.08499E+11,2.63753E+11,15.514103,CNY,600519.SS,贵州茅台,2022/1/27,2001.01,2010.82,1952,1965,1955,0.5115,4266516,8450329058,0.3396,2.47E+12,2.47E+12,1944.0239,CNY,601857.SS,中国石油,2022/1/27,5.31,5.37,5.22,5.24,5.28,-0.7576,155682051,825570124,0.0961,8.48E+11,9.59E+11,5.142783,CNY
629,601919.SS,中远海控,2022/1/28,16.8,16.83,15.95,16.12,16.47,-2.1251,131444977,2138853411,1.0383,2.04069E+11,2.58148E+11,15.184416,CNY,600519.SS,贵州茅台,2022/1/28,1955,1968,1880.01,1887,1965,-3.9695,4102011,7889492895,0.3265,2.37E+12,2.37E+12,1866.8565,CNY,601857.SS,中国石油,2022/1/28,5.23,5.27,4.99,5.02,5.24,-4.1985,290057098,1471544839,0.1791,8.13E+11,9.19E+11,4.926865,CNY
630,601919.SS,中远海控,2022/2/7,16.3,16.62,16.21,16.53,16.12,2.5434,107080940,1757209454,0.8459,2.09259E+11,2.64713E+11,15.57062,CNY,600519.SS,贵州茅台,2022/2/7,1900.99,1913.56,1850,1867.96,1887,-1.009,3515042,6601799703,0.2798,2.35E+12,2.35E+12,1848.0198,CNY,601857.SS,中国石油,2022/2/7,5.19,5.5,5.18,5.48,5.02,9.1633,399682364,2148159548,0.2468,8.87E+11,1.00E+12,5.37833,CNY
631,601919.SS,中远海控,2022/2/8,16.62,17,16.37,17,16.53,2.8433,122504610,2045402722,0.9677,2.15209E+11,2.7224E+11,16.013342,CNY,600519.SS,贵州茅台,2022/2/8,1868.88,1872.87,1790,1839,1867.96,-1.5504,4171306,7585130459,0.3321,2.31E+12,2.31E+12,1819.3689,CNY,601857.SS,中国石油,2022/2/8,5.41,5.55,5.39,5.53,5.48,0.9124,247678610,1356727519,0.153,8.95E+11,1.01E+12,5.427403,CNY
632,601919.SS,中远海控,2022/2/9,17.23,17.28,16.81,16.97,17,-0.1765,105766046,1797828244,0.8355,2.14829E+11,2.7176E+11,15.985083,CNY,600519.SS,贵州茅台,2022/2/9,1839.09,1908,1826.97,1895.98,1839,3.0984,3388479,6346699784,0.2697,2.38E+12,2.38E+12,1875.7406,CNY,601857.SS,中国石油,2022/2/9,5.45,5.52,5.43,5.48,5.53,-0.9042,174885770,957223018,0.108,8.87E+11,1.00E+12,5.37833,CNY
633,601919.SS,中远海控,2022/2/10,17.19,17.37,16.94,17.05,16.97,0.4714,126927773,2177703796,1.0026,2.15842E+11,2.73041E+11,16.06044,CNY,600519.SS,贵州茅台,2022/2/10,1900,1905.9,1857.39,1873,1895.98,-1.212,2303183,4315456868,0.1833,2.35E+12,2.35E+12,1853.006,CNY,601857.SS,中国石油,2022/2/10,5.49,5.61,5.43,5.52,5.48,0.7299,217250216,1199388726,0.1342,8.94E+11,1.01E+12,5.417588,CNY
634,601919.SS,中远海控,2022/2/11,16.96,17.49,16.8,17.07,17.05,0.1173,163946640,2815080913,1.2951,2.16095E+11,2.73361E+11,16.07928,CNY,600519.SS,贵州茅台,2022/2/11,1857,1900.79,1841,1849.97,1873,-1.2296,3374649,6296909575,0.2686,2.32E+12,2.32E+12,1830.2218,CNY,601857.SS,中国石油,2022/2/11,5.5,5.87,5.49,5.8,5.52,5.0725,457650110,2619387301,0.2826,9.39E+11,1.06E+12,5.692393,CNY
635,601919.SS,中远海控,2022/2/14,16.97,16.97,16.07,16.15,17.07,-5.3896,194621819,3171570113,1.5374,2.04448E+11,2.58628E+11,15.212675,CNY,600519.SS,贵州茅台,2022/2/14,1840,1877,1837.31,1868.67,1849.97,1.0108,2019587,3762313349,0.1608,2.35E+12,2.35E+12,1848.7222,CNY,601857.SS,中国石油,2022/2/14,5.99,6.04,5.76,5.82,5.8,0.3448,331317041,1943458857,0.2046,9.42E+11,1.07E+12,5.712022,CNY
636,601919.SS,中远海控,2022/2/15,16.02,16.31,15.97,16.16,16.15,0.0619,93806286,1510285156,0.741,2.04575E+11,2.58788E+11,15.222095,CNY,600519.SS,贵州茅台,2022/2/15,1868.8,1911,1859,1890.62,1868.67,1.1746,2710586,5131842112,0.2158,2.37E+12,2.37E+12,1870.4379,CNY,601857.SS,中国石油,2022/2/15,5.78,5.78,5.58,5.65,5.82,-2.921,258532149,1465627934,0.1597,9.15E+11,1.03E+12,5.545176,CNY
637,601919.SS,中远海控,2022/2/16,16.32,16.97,16.24,16.69,16.16,3.2797,167931695,2798174092,1.3265,2.11284E+11,2.67276E+11,15.721334,CNY,600519.SS,贵州茅台,2022/2/16,1900,1907,1888,1892.55,1890.62,0.1021,1458685,2769034316,0.1161,2.38E+12,2.38E+12,1872.3473,CNY,601857.SS,中国石油,2022/2/16,5.5,5.67,5.45,5.64,5.65,-0.177,237509303,1320619882,0.1467,9.13E+11,1.03E+12,5.535362,CNY
638,601919.SS,中远海控,2022/2/17,16.72,16.84,16.55,16.69,16.69,0,104935526,1752976315,0.8289,2.11284E+11,2.67276E+11,15.721334,CNY,600519.SS,贵州茅台,2022/2/17,1900.61,1911.48,1881,1886.99,1892.55,-0.2938,1821366,3450265032,0.145,2.37E+12,2.37E+12,1866.8466,CNY,601857.SS,中国石油,2022/2/17,5.58,5.75,5.54,5.7,5.64,1.0638,245660209,1384281435,0.1517,9.23E+11,1.04E+12,5.594249,CNY
639,601919.SS,中远海控,2022/2/18,16.47,16.91,16.41,16.89,16.69,1.1983,96997563,1619877783,0.7662,2.13816E+11,2.70479E+11,15.909726,CNY,600519.SS,贵州茅台,2022/2/18,1877.63,1907.98,1865.66,1907,1886.99,1.0604,1938549,3670339742,0.1543,2.40E+12,2.40E+12,1886.643,CNY,601857.SS,中国石油,2022/2/18,5.61,5.67,5.54,5.63,5.7,-1.2281,188989889,1058818777,0.1167,9.12E+11,1.03E+12,5.525547,CNY
640,601919.SS,中远海控,2022/2/21,16.7,16.83,16.46,16.79,16.89,-0.5921,99372328,1657053432,0.785,2.1255E+11,2.68877E+11,15.81553,CNY,600519.SS,贵州茅台,2022/2/21,1900,1906.9,1868.95,1876.99,1907,-1.5737,2081573,3920377358,0.1657,2.36E+12,2.36E+12,1856.9534,CNY,601857.SS,中国石油,2022/2/21,5.64,5.66,5.53,5.57,5.63,-1.0657,136993664,761733091,0.0846,9.02E+11,1.02E+12,5.46666,CNY
641,601919.SS,中远海控,2022/2/22,16.46,16.47,16.06,16.25,16.79,-3.2162,157942120,2559004715,1.2476,2.05714E+11,2.6023E+11,15.306871,CNY,600519.SS,贵州茅台,2022/2/22,1860.01,1861,1800.02,1807.87,1876.99,-3.6825,5229881,9473992638,0.4163,2.27E+12,2.27E+12,1788.5712,CNY,601857.SS,中国石油,2022/2/22,5.7,5.8,5.64,5.8,5.57,4.1293,370577473,2120971560,0.2289,9.39E+11,1.06E+12,5.692393,CNY
642,601919.SS,中远海控,2022/2/23,16.3,16.63,16.26,16.51,16.25,1.6,115663996,1898948317,0.9137,2.09006E+11,2.64393E+11,15.551781,CNY,600519.SS,贵州茅台,2022/2/23,1811.41,1834,1800.08,1827.01,1807.87,1.0587,2811161,5118197820,0.2238,2.30E+12,2.30E+12,1807.5069,CNY,601857.SS,中国石油,2022/2/23,5.68,5.72,5.59,5.67,5.8,-2.2414,250608585,1413266239,0.1548,9.18E+11,1.04E+12,5.564805,CNY
643,601919.SS,中远海控,2022/2/24,16.28,16.83,16.1,16.16,16.51,-2.1199,179073816,2939621851,1.4146,2.04575E+11,2.58788E+11,15.222095,CNY,600519.SS,贵州茅台,2022/2/24,1808,1813.99,1748.1,1764.11,1827.01,-3.4428,6535925,11578557075,0.5203,2.22E+12,2.22E+12,1745.2783,CNY,601857.SS,中国石油,2022/2/24,5.67,6.08,5.63,5.91,5.67,4.2328,607702744,3568694591,0.3753,9.57E+11,1.08E+12,5.800353,CNY
644,601919.SS,中远海控,2022/2/25,16.37,16.65,16.24,16.25,16.16,0.5569,139899231,2293640850,1.1051,2.05714E+11,2.6023E+11,15.306871,CNY,600519.SS,贵州茅台,2022/2/25,1775,1808.28,1775,1799.06,1764.11,1.9812,3897913,6999524161,0.3103,2.26E+12,2.26E+12,1779.8553,CNY,601857.SS,中国石油,2022/2/25,5.74,5.81,5.63,5.73,5.91,-3.0457,397493197,2275530316,0.2455,9.28E+11,1.05E+12,5.623692,CNY
645,601919.SS,中远海控,2022/2/28,16.36,17.7,16.31,17.52,16.25,7.8154,323380620,5524724389,2.5545,2.21792E+11,2.80567E+11,16.503162,CNY,600519.SS,贵州茅台,2022/2/28,1787.06,1797,1767,1790.4,1799.06,-0.4814,2892303,5158148387,0.2302,2.25E+12,2.25E+12,1771.2877,CNY,601857.SS,中国石油,2022/2/28,5.75,5.88,5.73,5.77,5.73,0.6981,258270622,1494400574,0.1595,9.34E+11,1.06E+12,5.66295,CNY
646,601919.SS,中远海控,2022/3/1,17.52,17.92,17.41,17.81,17.52,1.6553,220837556,3915388201,1.7445,2.25463E+11,2.85212E+11,16.776331,CNY,600519.SS,贵州茅台,2022/3/1,1802,1863.57,1802,1858.48,1790.4,3.8025,4737930,8721229267,0.3772,2.33E+12,2.33E+12,1838.641,CNY,601857.SS,中国石油,2022/3/1,5.77,5.77,5.65,5.73,5.77,-0.6932,214210256,1220164547,0.1323,9.28E+11,1.05E+12,5.623692,CNY
647,601919.SS,中远海控,2022/3/2,17.8,17.98,17.55,17.8,17.81,-0.0561,149553311,2659362965,1.1814,2.25336E+11,2.85051E+11,16.766911,CNY,600519.SS,贵州茅台,2022/3/2,1840,1850.99,1825,1844.88,1858.48,-0.7318,2007448,3690612341,0.1598,2.32E+12,2.32E+12,1825.1861,CNY,601857.SS,中国石油,2022/3/2,5.92,5.96,5.81,5.84,5.73,1.9197,327413548,1920291586,0.2022,9.46E+11,1.07E+12,5.731651,CNY
648,601919.SS,中远海控,2022/3/3,18.05,18.66,17.95,18.47,17.8,3.764,224528287,4115671216,1.7736,2.33819E+11,2.95781E+11,17.398025,CNY,600519.SS,贵州茅台,2022/3/3,1845.8,1850.25,1794,1800,1844.88,-2.4327,3154693,5703580558,0.2511,2.26E+12,2.26E+12,1780.7852,CNY,601857.SS,中国石油,2022/3/3,5.9,6.02,5.88,5.93,5.84,1.5411,380417250,2260470245,0.2349,9.60E+11,1.09E+12,5.819981,CNY
649,601919.SS,中远海控,2022/3/4,18.28,18.52,17.83,18.24,18.47,-1.2453,160261641,2917073467,1.266,2.30907E+11,2.92098E+11,17.181374,CNY,600519.SS,贵州茅台,2022/3/4,1772,1792.89,1755.1,1780.5,1800,-1.0833,3104703,5509157654,0.2472,2.24E+12,2.24E+12,1761.4934,CNY,601857.SS,中国石油,2022/3/4,5.85,5.89,5.75,5.81,5.93,-2.0236,244565628,1421202527,0.151,9.41E+11,1.06E+12,5.702208,CNY
650,601919.SS,中远海控,2022/3/7,18,18.26,17.58,17.63,18.24,-3.3443,146910042,2617911488,1.1605,2.23185E+11,2.8233E+11,16.606778,CNY,600519.SS,贵州茅台,2022/3/7,1760.2,1768,1703.8,1707,1780.5,-4.1281,4915581,8487507372,0.3913,2.14E+12,2.14E+12,1688.778,CNY,601857.SS,中国石油,2022/3/7,6,6.03,5.9,5.94,5.81,2.2375,379340639,2261667610,0.2343,9.62E+11,1.09E+12,5.829796,CNY
651,601919.SS,中远海控,2022/3/8,17.42,17.89,16.7,16.83,17.63,-4.5377,151778658,2618075871,1.1989,2.13057E+11,2.69518E+11,15.853209,CNY,600519.SS,贵州茅台,2022/3/8,1759.98,1786.66,1732,1753.2,1707,2.7065,5721546,10087484369,0.4555,2.20E+12,2.20E+12,1734.4848,CNY,601857.SS,中国石油,2022/3/8,5.88,6,5.76,5.9,5.94,-0.6734,306942766,1803427827,0.1896,9.55E+11,1.08E+12,5.790538,CNY
652,601919.SS,中远海控,2022/3/9,16.84,17.03,15.65,16.45,16.83,-2.2579,170499863,2793899243,1.3468,2.08247E+11,2.63433E+11,15.495264,CNY,600519.SS,贵州茅台,2022/3/9,1764.1,1805,1721.11,1779.18,1753.2,1.4819,5643442,10018590069,0.4492,2.24E+12,2.24E+12,1760.1875,CNY,601857.SS,中国石油,2022/3/9,5.92,5.97,5.55,5.74,5.9,-2.7119,360225560,2092346519,0.2225,9.29E+11,1.05E+12,5.633506,CNY
653,601919.SS,中远海控,2022/3/10,16.87,16.95,16.34,16.4,16.45,-0.304,126388254,2094059997,0.9984,2.07614E+11,2.62632E+11,15.448165,CNY,600519.SS,贵州茅台,2022/3/10,1808,1821,1791,1794.43,1779.18,0.8571,3646178,6587438866,0.2903,2.25E+12,2.25E+12,1775.2747,CNY,601857.SS,中国石油,2022/3/10,5.55,5.68,5.5,5.66,5.74,-1.3937,296143422,1656891897,0.1829,9.16E+11,1.04E+12,5.554991,CNY
654,601919.SS,中远海控,2022/3/11,16.41,16.95,16.03,16.94,16.4,3.2927,154618533,2562905443,1.2214,2.1445E+11,2.7128E+11,15.956825,CNY,600519.SS,贵州茅台,2022/3/11,1766,1777,1718.08,1769.01,1794.43,-1.4166,4772677,8335618341,0.3799,2.22E+12,2.22E+12,1750.126,CNY,601857.SS,中国石油,2022/3/11,5.57,5.58,5.4,5.58,5.66,-1.4134,267913096,1474349759,0.1655,9.04E+11,1.02E+12,5.476475,CNY
655,601919.SS,中远海控,2022/3/14,16.6,16.83,16.15,16.17,16.94,-4.5455,140863830,2316923022,1.1127,2.04702E+11,2.58949E+11,15.231514,CNY,600519.SS,贵州茅台,2022/3/14,1730,1750,1700,1700,1769.01,-3.9011,4900661,8416841920,0.3901,2.14E+12,2.14E+12,1681.8527,CNY,601857.SS,中国石油,2022/3/14,5.46,5.63,5.45,5.46,5.58,-2.1505,177188189,981229493,0.1094,8.84E+11,9.99E+11,5.358701,CNY
656,601919.SS,中远海控,2022/3/15,16.06,16.17,14.87,14.95,16.17,-7.5448,232032354,3569943570,1.8329,1.89258E+11,2.39412E+11,14.082322,CNY,600519.SS,贵州茅台,2022/3/15,1650,1685,1603,1603,1700,-5.7059,8905587,14567142622,0.7089,2.01E+12,2.01E+12,1585.8882,CNY,601857.SS,中国石油,2022/3/15,5.38,5.38,5,5,5.46,-8.4249,347531371,1789253472,0.2146,8.10E+11,9.15E+11,4.907236,CNY
